subassembly,class,part_id,description,mpn,vendor,vendor_url,alt_mpn,alt_url,qty_per_robot,unit_cost_usd,total_cost_usd,material,process,tolerance_finish,lead_time_days,priced_as_of,notes,team_ref
leg,printed,3DP_legP12_ankle_cover_b,"Ankle cover B on the ankle-roll motor (Fusion `Component47`, material `ANKLE_1_PROTECTION`)",,,,,,2,0.58401809,,TPU,FDM,,,2026-09-19,"Team BOM P29 ""Foot Protection - Top, TPU"" x2; P30 ""Foot Protection - Bot, TPU"" x2. Booklet p.6: the two curved covers around the ankle-roll motor of one leg, which are the two Fusion components on `ankle_roll_motor` (material `ANKLE_1_PROTECTION`, 2 occurrences each). The team BOM calls them Foot Protection Top and Bot; they sit on the ankle, not on the foot. Which line is Top and which is Bot is UNVERIFIED. Material from the team BOM line only; the Fusion material name `ANKLE_1_PROTECTION` is not a print material. Team BOM weight 0.016691 and price per unit weight 34.99; their product is the unit cost. The sheet states no unit for the weight (its column is headed `weight (check urdf)`); read as kilograms it is 16.7 g, which equals the Fusion mass of the component (16.7 g). Fusion component `Component47`, material `ANKLE_1_PROTECTION`, 2 occurrence(s), 16.7 g each in CAD.","P29, P30"
leg,printed,3DP_leg19_sole,"Foot sole (Fusion `symmetric_sole`, material `foot_protection`)",,,,,,2,4.14155636,,TPU,FDM,,,2026-09-19,"Team BOM P32 ""Foot Protection - Sole, TPU"" x2. Booklet p.6: the wedge sole under the foot plate, one per leg. Team BOM weight 0.118364 and price per unit weight 34.99; their product is the unit cost. The sheet states no unit for the weight (its column is headed `weight (check urdf)`); read as kilograms it is 118.4 g, which equals the Fusion mass of the component (118.4 g). Fusion component `symmetric_sole`, material `foot_protection_USING`, 2 occurrence(s), 118.4 g each in CAD.",P32
leg,printed,3DP_leg20_foot_front,"Foot front cap (Fusion `foot_front`, material `foot_protection`)",,,,,,2,0.48622104,,TPU,FDM,,,2026-09-19,"Team BOM P31 ""Foot Protection - Front, TPU"" x2. Booklet p.6: the small teardrop cap at the front of the foot, one per leg. Team BOM weight 0.013896 and price per unit weight 34.99; their product is the unit cost. The sheet states no unit for the weight (its column is headed `weight (check urdf)`); read as kilograms it is 13.9 g, which equals the Fusion mass of the component (13.9 g). Fusion component `foot_front`, material `foot_protection_USING`, 2 occurrence(s), 13.9 g each in CAD.",P31
gripper,printed,3DP_grip01_base,Gripper base (Fusion `base`; carries the two AprilTag holders),,,,,,2,0.9560332502,,PLA,FDM,,,2026-09-19,"Team BOM P10 ""Gripper Housing, PLA"" x2. Booklet p.13: the gripper body, one per gripper. Material from the team BOM line only; the Fusion material name `rail` is not a print material. Team BOM weight 0.07666666 and price per unit weight 12.47; their product is the unit cost. The sheet states no unit for the weight (its column is headed `weight (check urdf)`); read as kilograms it is 76.7 g, which equals the Fusion mass of the component with its 1 child component(s) (76.7 g). Fusion component `base`, material `rail`, 2 occurrence(s), 76.7 g each in CAD. The Fusion component carries 1 child component(s): its CAD mass includes them.",P10
gripper,printed,3DP_grip02_finger,"Gripper finger (Fusion `custom_umi_gripper v6`, two per gripper; role read from the name and count, not labelled in CAD)",,,,,,4,0.4233565,,TPU,FDM,,,2026-09-19,"Team BOM P13 ""UMI Fingers, TPU"" x4. Booklet p.13: the curved ribbed finger pad, two per gripper. Material from the team BOM line only; the Fusion material name `rail` is not a print material. Team BOM weight 0.03395 and price per unit weight 12.47; their product is the unit cost. The sheet states no unit for the weight (its column is headed `weight (check urdf)`); read as kilograms it is 34.0 g, which does NOT equal the Fusion mass of the component (30.2 g). UNVERIFIED. Fusion component `custom_umi_gripper v6`, material `rail`, 4 occurrence(s), 30.2 g each in CAD.",P13
gripper,printed,3DP_grip03_rail,"Gripper slide rail (Fusion `rail`, two per gripper)",,,,,,4,0.55934185,,PLA,FDM,,,2026-09-19,"Team BOM P11 ""Gripper Rack, PLA"" x4. Booklet p.13: the long slide arm with the rack teeth cut along it, two per gripper, which is this line's 4 and this component's 4 occurrences. The team BOM calls it a rack because the teeth are part of the arm; the separate Fusion component `double_helix_rack_30teeth_6mm v2` holds no body. Material from the team BOM line only; the Fusion material name `rail` is not a print material. Team BOM weight 0.044855 and price per unit weight 12.47; their product is the unit cost. The sheet states no unit for the weight (its column is headed `weight (check urdf)`); read as kilograms it is 44.9 g, which equals the Fusion mass of the component (44.9 g). Fusion component `rail`, material `rail`, 4 occurrence(s), 44.9 g each in CAD.",P11
gripper,printed,3DP_grip04_apriltag_holder,"AprilTag holder on the gripper base (Fusion `apriltag_holder`, two per gripper)",,,,,,4,0.04070208,,PLA,FDM,,,2026-09-19,"Team BOM P14 ""AprilTag Housing, PLA"" x4. Booklet p.13: the flat tag holder, two per gripper. Material from the team BOM line only; the Fusion material name `rail` is not a print material. Team BOM weight 0.003264 and price per unit weight 12.47; their product is the unit cost. The sheet states no unit for the weight (its column is headed `weight (check urdf)`); read as kilograms it is 3.3 g, which equals the Fusion mass of the component (3.3 g). Fusion component `apriltag_holder`, material `rail`, 4 occurrence(s), 3.3 g each in CAD.",P14
gripper,printed,3DP_grip05_pinion,"Double-helix drive pinion, 16 teeth, 6 mm (Fusion `Component9` in `double_helix_pinion_16teeth_6mm`)",,,,,,2,0.128871,,Nylon 12,SLS,,,2026-09-19,"Team BOM P12 ""Gear, Nylon 12"" x2. Booklet p.13: the double-helix pinion on the servo, one per gripper. Team BOM weight 0.00129 and price per unit weight 99.9; their product is the unit cost. The sheet states no unit for the weight (its column is headed `weight (check urdf)`); read as kilograms it is 1.3 g, which equals the Fusion mass of the component (1.3 g). Fusion component `Component9`, material `Nylon 12 (with Formlabs Fuse 1 3D Printer)`, 2 occurrence(s), 1.3 g each in CAD.",P12
gripper,printed,3DP_grip06_apriltag_tile,"AprilTag tile (Fusion `apriltag`, eight per gripper: four on the fingers, four on the base holders)",,,,,,16,0.017458,,PLA,FDM,,,2026-09-19,"Team BOM P15 ""AprilTags, PLA"" x12. QUANTITY CONFLICT: booklet p.13 draws eight tiles on one gripper (six labels, two of which point at a pair), which is the Fusion count of 16 for two grippers; the team BOM line says 12. The team BOM says 12 pieces, the Fusion model 16; the booklet shows 16. Material from the team BOM line only; the Fusion material name `Plastic, Opaque White` is not a print material. Team BOM weight 0.0014 and price per unit weight 12.47; their product is the unit cost. The sheet states no unit for the weight (its column is headed `weight (check urdf)`); read as kilograms it is 1.4 g, which does NOT equal the Fusion mass of the component (0.8 g). UNVERIFIED. Fusion component `apriltag`, material `Plastic, Opaque White`, 16 occurrence(s), 0.8 g each in CAD.",P15
head_camera,printed,3DP_cam01_gimbal_mount,"Camera-column base (Fusion `gimbal_mount`, one per column)",,,,,,2,0.6481906,,PLA,FDM,,,2026-09-19,"Team BOM P16 ""Gimbal Base, PLA"" x2. Booklet p.14: the wide tripod base at the foot of the column, one per column. Material from the team BOM line only; the Fusion material name `Base` is not a print material. Team BOM weight 0.05198 and price per unit weight 12.47; their product is the unit cost. The sheet states no unit for the weight (its column is headed `weight (check urdf)`); read as kilograms it is 52.0 g, which equals the Fusion mass of the component (52.0 g). Fusion component `gimbal_mount`, material `Base`, 2 occurrence(s), 52.0 g each in CAD.",P16
head_camera,printed,3DP_cam02_gimbal_neck,"Camera-column neck (Fusion `gimbal_neck`, one per column)",,,,,,2,0.46940821,,PLA,FDM,,,2026-09-19,"Team BOM P17 ""Gimbal Neck, PLA"" x2. Booklet p.14: the neck above the lower gimbal actuator, one per column. Material from the team BOM line only; the Fusion material name `Neck` is not a print material. Team BOM weight 0.037643 and price per unit weight 12.47; their product is the unit cost. The sheet states no unit for the weight (its column is headed `weight (check urdf)`); read as kilograms it is 37.6 g, which equals the Fusion mass of the component (37.6 g). Fusion component `gimbal_neck`, material `Neck`, 2 occurrence(s), 37.6 g each in CAD.",P17
head_camera,printed,3DP_cam03_gimbal_arm,Camera-column arm (Fusion `gimbal_arm`; carries `Component92`),,,,,,2,0.15556325,,PLA,FDM,,,2026-09-19,"Team BOM P18 ""Gimbal Shaft, PLA"" x2. Booklet p.14 draws two gimbal arms: P18 (Gimbal Shaft) is the thicker one, bent, ending in the bolt-circle pad on the actuator face. Of the two Fusion arm components it is the heavier: `gimbal_arm` is 16.5 g on its own (26.0 g with its child) against 9.5 g for the child. Material from the team BOM line only; the Fusion material name `Arm` is not a print material. Team BOM weight 0.012475 and price per unit weight 12.47; their product is the unit cost. The sheet states no unit for the weight (its column is headed `weight (check urdf)`); read as kilograms it is 12.5 g, which cannot be checked against the export: the Fusion mass (26.0 g) includes 1 child component(s) and the component's own mass is not exported. Fusion component `gimbal_arm`, material `Arm`, 2 occurrence(s), 26.0 g each in CAD. The Fusion component carries 1 child component(s): its CAD mass includes them.",P18
head_camera,printed,3DP_cam04_gimbal_arm_link,"Camera-column arm link (Fusion `Component92`, child of `gimbal_arm`; role not labelled in CAD)",,,,,,2,0.15092441,,PLA,FDM,,,2026-09-19,"Team BOM P19 ""Gimbal Support, PLA"" x2. Booklet p.14: P19 (Gimbal Support) is the thinner, flat arm that ends in a plain disc beside the H5 bearing, which is the lighter Fusion component (`Component92`, 9.5 g). Material from the team BOM line only; the Fusion material name `Arm` is not a print material. Team BOM weight 0.012103 and price per unit weight 12.47; their product is the unit cost. The sheet states no unit for the weight (its column is headed `weight (check urdf)`); read as kilograms it is 12.1 g, which does NOT equal the Fusion mass of the component (9.5 g). UNVERIFIED. Fusion component `Component92`, material `Arm`, 2 occurrence(s), 9.5 g each in CAD.",P19
printed,consumable,MAT_TPU,TPU filament (printed parts),,,,,,,,,TPU,FDM,,,,"The team BOM has no line for the filament or powder itself; it prices the TPU parts at 34.99 per unit weight (no unit stated). Grade, vendor and quantity are not recorded anywhere in the release.",
printed,consumable,MAT_PLA,PLA filament (printed parts),,,,,,,,,PLA,FDM,,,,"The team BOM has no line for the filament or powder itself; it prices the PLA parts at 12.47 per unit weight (no unit stated). Grade, vendor and quantity are not recorded anywhere in the release.",
printed,consumable,MAT_SLS_NYLON,Nylon 12 powder for SLS (printed parts),,,,,,,,,Nylon 12,SLS,,,,"The team BOM has no line for the filament or powder itself; it prices the Nylon 12 parts at 99.9 per unit weight (no unit stated). Grade, vendor and quantity are not recorded anywhere in the release.",
